REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
m02040n	H2O[Nucleus]	-0.021925	0.50875	10	3.3964	3.493
m01306c	AKG[Cytosol]	-0.022577	0.50901	15	3.4002	7.57
m01283c	adenylyl sulfate[Cytosol]	-0.024456	0.50976	1	3.3254	0
m01261g	acetyl-CoA[Golgi apparatus]	-0.024751	0.50987	1	3.3241	0
m01787c	estradiol-17beta[Cytosol]	-0.025568	0.5102	6	3.3839	2.2962
m01787r	estradiol-17beta[Endoplasmic reticulum]	-0.025568	0.5102	6	3.3839	2.2962
m01790r	estrone[Endoplasmic reticulum]	-0.025568	0.5102	6	3.3839	2.2962
m01967c	glucose-1-phosphate[Cytosol]	-0.026277	0.51048	4	3.3616	2.8394
m01828c	FMN[Cytosol]	-0.028486	0.51136	4	3.3568	3.0705
m01736c	dopamine[Cytosol]	-0.037822	0.51509	3	3.355	2.225
m02579s	NH4+[Extracellular]	-0.043032	0.51716	3	3.3418	2.6503
m01426m	CDP-diacylglycerol-CL pool[Mitochondria]	-0.047346	0.51888	1	3.2264	0
m01590m	CMP[Mitochondria]	-0.047346	0.51888	1	3.2264	0
m02717m	PGP-CL pool[Mitochondria]	-0.047346	0.51888	1	3.2264	0
m02812c	putrescine[Cytosol]	-0.047385	0.5189	3	3.3308	5.0405
m02962c	taurochenodeoxycholate[Cytosol]	-0.050478	0.52013	5	3.329	4.0874
m02962s	taurochenodeoxycholate[Extracellular]	-0.050478	0.52013	5	3.329	4.0874
m02039l	H+[Lysosome]	-0.053367	0.52128	7	3.3483	4.059
m01261m	acetyl-CoA[Mitochondria]	-0.05465	0.52179	3	3.3125	1.5557
m01410c	butyrate[Cytosol]	-0.055128	0.52198	6	3.3315	6.098
m01410s	butyrate[Extracellular]	-0.055128	0.52198	6	3.3315	6.098
m02519p	Na+[Peroxisome]	-0.076054	0.53031	1	3.1022	0
m02961p	taurine[Peroxisome]	-0.076054	0.53031	1	3.1022	0
m02961s	taurine[Extracellular]	-0.076054	0.53031	1	3.1022	0
m01786r	estradiol-17beta 3-glucuronide[Endoplasmic reticulum]	-0.082144	0.53273	1	3.0759	0
m02839c	reverse triiodthyronine[Cytosol]	-0.082144	0.53273	1	3.0759	0
m02839s	reverse triiodthyronine[Extracellular]	-0.082144	0.53273	1	3.0759	0
m02998c	thyroxine[Cytosol]	-0.082144	0.53273	1	3.0759	0
m02998s	thyroxine[Extracellular]	-0.082144	0.53273	1	3.0759	0
m02523r	N-acetyl-D-glucosaminylphosphatidylinositol[Endoplasmic reticulum]	-0.088909	0.53542	3	3.2261	1.6057
m02405c	L-lysyl-tRNA(lys)[Cytosol]	-0.091226	0.53634	1	3.0366	0
m03074c	tRNA(lys)[Cytosol]	-0.091226	0.53634	1	3.0366	0
m02453g	mannose[Golgi apparatus]	-0.093879	0.5374	1	3.0251	0
m02597g	nm2masn[Golgi apparatus]	-0.093879	0.5374	1	3.0251	0
m02598g	nm4masn[Golgi apparatus]	-0.093879	0.5374	1	3.0251	0
m02814c	pyridoxal-phosphate[Cytosol]	-0.098007	0.53904	1	3.0073	0
m00274r	10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide[Endoplasmic reticulum]	-0.098186	0.53911	3	3.2026	1.3672
m00314c	12,13-hydroxyoctadec-9(z)-enoate[Cytosol]	-0.098186	0.53911	3	3.2026	1.3672
m00314r	12,13-hydroxyoctadec-9(z)-enoate[Endoplasmic reticulum]	-0.098186	0.53911	3	3.2026	1.3672
m00323c	12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate[Cytosol]	-0.098186	0.53911	3	3.2026	1.3672
m00323r	12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate[Endoplasmic reticulum]	-0.098186	0.53911	3	3.2026	1.3672
m00766c	3-carboxy-alpha-chromanol[Cytosol]	-0.098186	0.53911	3	3.2026	1.3672
m01220c	9,10-hydroxyoctadec-12(Z)-enoate[Cytosol]	-0.098186	0.53911	3	3.2026	1.3672
m01220r	9,10-hydroxyoctadec-12(Z)-enoate[Endoplasmic reticulum]	-0.098186	0.53911	3	3.2026	1.3672
m01240c	9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate[Cytosol]	-0.098186	0.53911	3	3.2026	1.3672
m01321c	alpha-CEHC-glucuronide[Cytosol]	-0.098186	0.53911	3	3.2026	1.3672
m01923c	gamma-carboxyethyl-hydroxychroman[Cytosol]	-0.098186	0.53911	3	3.2026	1.3672
m01924c	gamma-CEHC-glucuronide[Cytosol]	-0.098186	0.53911	3	3.2026	1.3672
m03109r	UDP-glucuronate[Endoplasmic reticulum]	-0.098186	0.53911	3	3.2026	1.3672
m01821s	Fe2+[Extracellular]	-0.099066	0.53946	4	3.2038	2.0723
m03107g	UDP-galactose[Golgi apparatus]	-0.1054	0.54197	3	3.1844	1.9159
m01261p	acetyl-CoA[Peroxisome]	-0.10821	0.54309	3	3.1773	5.2219
m01383c	beta-alanine[Cytosol]	-0.11093	0.54417	2	3.0768	0.036011
m01383s	beta-alanine[Extracellular]	-0.11093	0.54417	2	3.0768	0.036011
m00154r	(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1[Endoplasmic reticulum]	-0.1139	0.54534	2	3.0677	1.8036
m00011c	(11Z,14Z,17Z)-eicosatrienoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00022c	(13Z,16Z)-docosadienoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00092c	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00100c	(5Z,8Z,11Z)-eicosatrienoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00102c	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00105c	(6Z,9Z)-octadecadienoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00107c	(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00120c	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00122c	(8Z,11Z)-eicosadienoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00124c	(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00126c	(9E)-octadecenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00261c	10,13,16,19-docosatetraenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00263c	10,13,16-docosatrienoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m00342c	13,16,19-docosatrienoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01363c	arachidonyl-carnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01723c	docosahexaenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01724c	docosanoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01726c	docosenoylcarnitine(11)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01727c	docosenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01729c	dodecanoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01770c	eicosadienoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01772c	eicosanoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01774c	eicosatrienoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01775c	eicosenoylcarnitine(11)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01776c	eicosenoylcarnitine(7)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01777c	eicosenoylcarnitine(9)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m01933c	gamma-linolenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02051c	heneicosanoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02100c	heptadecanoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02102c	heptadecenoylcarnitine(7)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02103c	heptadecenoylcarnitine(8)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02117c	hexadecenoylcarnitine(9)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02388c	linoleic-carnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02410c	L-oleoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02411c	L-palmitoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02443c	malonyl-carnitin[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02611c	nonadecanoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02636c	ocosatetraenoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02637c	octadecatrienoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02638c	octadecenoylcarnitine(11)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02639c	octadecenoylcarnitine(5)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02640c	octadecenoylcarnitine(7)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02676c	palmitoleoyl-carnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02688c	pentadecanoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02940c	stearoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02973c	tetradecanoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02974c	tetradecenoylcarnitine(5)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02975c	tetradecenoylcarnitine(7)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02976c	tetradecenoylcarnitine(9)[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m03049c	tridecanoylcarnitine[Cytosol]	-0.11415	0.54544	4	3.1711	0.89655
m02623c	N-pantothenoylcysteine[Cytosol]	-0.11894	0.54734	3	3.1503	1.7774
m01960g	globotriaosylceramide[Golgi apparatus]	-0.11971	0.54764	2	3.0498	2.3782
m00204n	[protein]-L-lysine[Nucleus]	-0.12699	0.55053	11	3.2627	4.1377
m00211n	[protein]-N6,N6,N6-trimethyl-L-lysine[Nucleus]	-0.12699	0.55053	11	3.2627	4.1377
m00212n	[protein]-N6,N6-dimethyl-L-lysine[Nucleus]	-0.12699	0.55053	11	3.2627	4.1377
m02129n	histone-N6-methyl-L-lysine[Nucleus]	-0.12699	0.55053	11	3.2627	4.1377
m02871n	SAH[Nucleus]	-0.12699	0.55053	11	3.2627	4.1377
m02877n	SAM[Nucleus]	-0.12699	0.55053	11	3.2627	4.1377
m01131c	5-phosphoribosylamine[Cytosol]	-0.13426	0.5534	2	3.0051	4.8846
m02678p	palmitoyl-CoA[Peroxisome]	-0.13503	0.55371	5	3.1654	3.5064
m01790c	estrone[Cytosol]	-0.14082	0.55599	7	3.205	2.1489
m00380c	15(S)-HPETE[Cytosol]	-0.14994	0.55959	6	3.1635	2.3863
m02026s	GSH[Extracellular]	-0.15034	0.55975	6	3.1627	4.2342
m00554r	1-phosphatidyl-1D-myo-inositol-5-phosphate[Endoplasmic reticulum]	-0.17454	0.56928	1	2.6763	0
m01285r	ADP[Endoplasmic reticulum]	-0.17454	0.56928	1	2.6763	0
m02901c	S-glutathionyl-ethacrynic acid[Cytosol]	-0.17478	0.56937	5	3.0885	4.5058
m02901s	S-glutathionyl-ethacrynic acid[Extracellular]	-0.17478	0.56937	5	3.0885	4.5058
m01371m	ATP[Mitochondria]	-0.17555	0.56968	88	3.3449	3.5162
m02593c	nLc5Cer[Cytosol]	-0.17587	0.5698	2	2.8774	1.2771
m02683c	paragloboside[Cytosol]	-0.17587	0.5698	2	2.8774	1.2771
m02036c	guanidinoacetate[Cytosol]	-0.18501	0.57339	1	2.6311	0
m00011m	(11Z,14Z,17Z)-eicosatrienoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00022m	(13Z,16Z)-docosadienoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00092m	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00100m	(5Z,8Z,11Z)-eicosatrienoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00102m	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00105m	(6Z,9Z)-octadecadienoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00107m	(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00120m	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00122m	(8Z,11Z)-eicosadienoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00124m	(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00126m	(9E)-octadecenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00261m	10,13,16,19-docosatetraenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00263m	10,13,16-docosatrienoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00342m	13,16,19-docosatrienoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01363m	arachidonyl-carnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01723m	docosahexaenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01724m	docosanoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01726m	docosenoylcarnitine(11)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01727m	docosenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01729m	dodecanoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01770m	eicosadienoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01772m	eicosanoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01774m	eicosatrienoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01775m	eicosenoylcarnitine(11)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01776m	eicosenoylcarnitine(7)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01777m	eicosenoylcarnitine(9)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m01933m	gamma-linolenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02051m	heneicosanoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02100m	heptadecanoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02102m	heptadecenoylcarnitine(7)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02103m	heptadecenoylcarnitine(8)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02117m	hexadecenoylcarnitine(9)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02388m	linoleic-carnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02410m	L-oleoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02411m	L-palmitoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02443m	malonyl-carnitin[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02611m	nonadecanoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02636m	ocosatetraenoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02637m	octadecatrienoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02638m	octadecenoylcarnitine(11)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02639m	octadecenoylcarnitine(5)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02640m	octadecenoylcarnitine(7)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02676m	palmitoleoyl-carnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02688m	pentadecanoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02940m	stearoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02973m	tetradecanoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02974m	tetradecenoylcarnitine(5)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02975m	tetradecenoylcarnitine(7)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m02976m	tetradecenoylcarnitine(9)[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m03049m	tridecanoylcarnitine[Mitochondria]	-0.18829	0.57468	2	2.8393	0.51211
m00560c	1-radyl-2-acyl-sn-glycero-3-phosphocholine[Cytosol]	-0.19697	0.57807	4	2.9915	3.2864
m01451c	cholesterol-ester pool[Cytosol]	-0.19697	0.57807	4	2.9915	3.2864
m01813c	fatty acid-LD-TG1 pool[Cytosol]	-0.19697	0.57807	4	2.9915	3.2864
m02392c	lipid droplet[Cytosol]	-0.19697	0.57807	4	2.9915	3.2864
m02808c	PS-LD pool[Cytosol]	-0.19697	0.57807	4	2.9915	3.2864
m02908c	SM pool[Cytosol]	-0.19697	0.57807	4	2.9915	3.2864
m02958c	TAG-LD pool[Cytosol]	-0.19697	0.57807	4	2.9915	3.2864
m00568c	2,2-dichloroacetaldehyde[Cytosol]	-0.19712	0.57813	3	2.953	0.98007
m01078c	5beta-cholestan-3alpha,7alpha,12alpha-triol[Cytosol]	-0.20105	0.57967	1	2.5617	0
m01095c	5beta-cholestane-3alpha,7alpha-diol[Cytosol]	-0.20105	0.57967	1	2.5617	0
m01177c	7alpha,12alpha-dihydroxy-5beta-cholestan-3-one[Cytosol]	-0.20105	0.57967	1	2.5617	0
m01181c	7alpha-hydroxy-5beta-cholestan-3-one[Cytosol]	-0.20105	0.57967	1	2.5617	0
m01666c	deoxyadenosine[Cytosol]	-0.20866	0.58264	4	2.9661	1.7779
m01718c	D-myo-inositol-1,4,5-trisphosphate[Cytosol]	-0.20915	0.58283	7	3.0929	3.0449
m00630m	2-amino-3-oxoadipate[Mitochondria]	-0.21903	0.58669	2	2.7449	0.92199
m01074m	5-aminolevulinate[Mitochondria]	-0.21903	0.58669	2	2.7449	0.92199
m00536s	1-methylnicotinamide[Extracellular]	-0.2206	0.5873	1	2.4772	0
m01290c	adrenaline[Cytosol]	-0.2206	0.5873	1	2.4772	0
m01290s	adrenaline[Extracellular]	-0.2206	0.5873	1	2.4772	0
m02124c	histamine[Cytosol]	-0.2206	0.5873	1	2.4772	0
m02124s	histamine[Extracellular]	-0.2206	0.5873	1	2.4772	0
m02789c	prostaglandin F2alpha[Cytosol]	-0.2206	0.5873	1	2.4772	0
m02789s	prostaglandin F2alpha[Extracellular]	-0.2206	0.5873	1	2.4772	0
m02897c	serotonin[Cytosol]	-0.2206	0.5873	1	2.4772	0
m02897s	serotonin[Extracellular]	-0.2206	0.5873	1	2.4772	0
m02923s	spermidine[Extracellular]	-0.2206	0.5873	1	2.4772	0
m02926s	spermine[Extracellular]	-0.2206	0.5873	1	2.4772	0
m03124c	urocanate[Cytosol]	-0.22101	0.58746	5	2.999	1.3887
m02423c	L-valyl-tRNA(val)[Cytosol]	-0.22461	0.58886	1	2.4598	0
m03082c	tRNA(val)[Cytosol]	-0.22461	0.58886	1	2.4598	0
m00030c	(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol[Cytosol]	-0.22729	0.5899	2	2.7196	1.2626
m00228c	1,1-dichloroethylene[Cytosol]	-0.22729	0.5899	2	2.7196	1.2626
m01173c	7,12-dimethylbenz[a]anthracene 5,6-oxide[Cytosol]	-0.22729	0.5899	2	2.7196	1.2626
m01174c	7,12-dimethylbenz[a]anthracene[Cytosol]	-0.22729	0.5899	2	2.7196	1.2626
m01196c	7-hydroxymethyl-12-methylbenz[a]anthracene[Cytosol]	-0.22729	0.5899	2	2.7196	1.2626
m03032c	trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene[Cytosol]	-0.22729	0.5899	2	2.7196	1.2626
m01412c	butyryl-CoA[Cytosol]	-0.22744	0.58996	7	3.0629	2.1304
m02583c	nicotinamide[Cytosol]	-0.22858	0.5904	2	2.7156	1.3633
m01841c	fructose-1,6-bisphosphate[Cytosol]	-0.23416	0.59257	2	2.6985	4.0132
m01513c	choline[Cytosol]	-0.24378	0.5963	4	2.89	1.6157
m01286c	ADP-glucose[Cytosol]	-0.24452	0.59659	2	2.6667	2.7044
m01287c	ADP-mannose[Cytosol]	-0.24452	0.59659	2	2.6667	2.7044
m02454c	mannose-1-phosphate[Cytosol]	-0.24452	0.59659	2	2.6667	2.7044
m01789s	estrone 3-sulfate[Extracellular]	-0.2461	0.5972	2	2.6619	0.58553
m01671c	deoxyinosine[Cytosol]	-0.24612	0.59721	3	2.8293	2.1516
m02492c	myo-inositol-hexakisphosphate[Cytosol]	-0.26545	0.60467	1	2.2832	0
m02497c	N-(omega)-hydroxyarginine[Cytosol]	-0.27069	0.60669	1	2.2605	0
m02609c	NO[Cytosol]	-0.27069	0.60669	1	2.2605	0
m02582c	nicotinamide ribonucleoside[Cytosol]	-0.27795	0.60947	2	2.5641	1.149
m02584c	nicotinate D-ribonucleoside[Cytosol]	-0.27795	0.60947	2	2.5641	1.149
m03149c	xanthosine[Cytosol]	-0.27795	0.60947	2	2.5641	1.149
m01412m	butyryl-CoA[Mitochondria]	-0.27888	0.60983	5	2.887	2.499
m01690c	DHAP[Cytosol]	-0.2963	0.6165	1	2.1498	0
m01690p	DHAP[Peroxisome]	-0.2963	0.6165	1	2.1498	0
m02552p	NAD+[Peroxisome]	-0.2963	0.6165	1	2.1498	0
m02553p	NADH[Peroxisome]	-0.2963	0.6165	1	2.1498	0
m02914p	sn-glycerol-3-phosphate[Peroxisome]	-0.2963	0.6165	1	2.1498	0
m02751m	Pi[Mitochondria]	-0.29847	0.61733	77	3.2799	3.3627
m00211r	[protein]-N6,N6,N6-trimethyl-L-lysine[Endoplasmic reticulum]	-0.301	0.61829	1	2.1295	0
m02517c	N6,N6,N6-trimethyl-L-lysine[Cytosol]	-0.301	0.61829	1	2.1295	0
m02517r	N6,N6,N6-trimethyl-L-lysine[Endoplasmic reticulum]	-0.301	0.61829	1	2.1295	0
m02698r	peptide sans lysine[Endoplasmic reticulum]	-0.301	0.61829	1	2.1295	0
m02341c	L-asparaginyl-tRNA(asn)[Cytosol]	-0.30223	0.61876	2	2.4896	1.5189
m03065c	tRNA(asn)[Cytosol]	-0.30223	0.61876	2	2.4896	1.5189
m01619s	creatine[Extracellular]	-0.30408	0.61947	1	2.1162	0
m00485c	1-acylglycerol-3P-LD-PC pool[Cytosol]	-0.3069	0.62054	2	2.4752	3.2137
m00487c	1-acylglycerol-3P-LD-PI pool[Cytosol]	-0.3069	0.62054	2	2.4752	3.2137
m00489c	1-acylglycerol-3P-LD-SM pool[Cytosol]	-0.3069	0.62054	2	2.4752	3.2137
m01271c	acyl-CoA-LD-PC pool[Cytosol]	-0.3069	0.62054	2	2.4752	3.2137
m01273c	acyl-CoA-LD-PI pool[Cytosol]	-0.3069	0.62054	2	2.4752	3.2137
m02727m	phosphatidate-CL pool[Mitochondria]	-0.3069	0.62054	2	2.4752	3.2137
m02412c	L-phenylalanyl-tRNA(phe)[Cytosol]	-0.30784	0.6209	1	2.0999	0
m03076c	tRNA(phe)[Cytosol]	-0.30784	0.6209	1	2.0999	0
m02548c	N-acetyl-S-[2-carboxy-1-(1-h-imidazol-4-yl)ethyl]-L-cysteine[Cytosol]	-0.3108	0.62202	7	2.9263	2.0327
m02867c	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine[Cytosol]	-0.3108	0.62202	7	2.9263	2.0327
m01020s	4-nitrophenyl-phosphate[Extracellular]	-0.3131	0.6229	1	2.0772	0
m02754s	PNP[Extracellular]	-0.3131	0.6229	1	2.0772	0
m01821c	Fe2+[Cytosol]	-0.31321	0.62294	4	2.7394	3.1222
m00965c	4alpha-hydroxytetrahydrobiopterin[Cytosol]	-0.31609	0.62403	1	2.0642	0
m02978c	tetrahydrobiopterin[Cytosol]	-0.31609	0.62403	1	2.0642	0
m00916c	3-phosphoserine[Cytosol]	-0.32064	0.62576	2	2.433	3.5511
m00253c	10,11-dihydro-12-oxo-LTB4[Cytosol]	-0.32435	0.62716	1	2.0285	0
m00321c	12-hetre[Cytosol]	-0.32435	0.62716	1	2.0285	0
m00326c	12-keto-LTB4[Cytosol]	-0.32435	0.62716	1	2.0285	0
m01619m	creatine[Mitochondria]	-0.32495	0.62739	1	2.0259	0
m01620c	creatine-phosphate[Cytosol]	-0.32495	0.62739	1	2.0259	0
m01620m	creatine-phosphate[Mitochondria]	-0.32495	0.62739	1	2.0259	0
m02323g	l2fn2m2masn[Golgi apparatus]	-0.32785	0.62849	2	2.4109	1.9369
m01442s	chloride[Extracellular]	-0.33033	0.62943	9	2.9449	2.5839
m02961c	taurine[Cytosol]	-0.33139	0.62983	2	2.4	0.99307
m01911c	galactose-1-phosphate[Cytosol]	-0.33513	0.63124	1	1.9819	0
m01419c	cAMP[Cytosol]	-0.34169	0.63371	10	2.9558	3.051
m01433c	cGMP[Cytosol]	-0.34169	0.63371	10	2.9558	3.051
m02348m	L-carnitine[Mitochondria]	-0.34307	0.63423	7	2.8733	2.0513
m02037c	guanine[Cytosol]	-0.34955	0.63666	3	2.5683	2.4351
m02159c	hypoxanthine[Cytosol]	-0.34955	0.63666	3	2.5683	2.4351
m01596m	CO2[Mitochondria]	-0.35312	0.638	6	2.8033	2.0519
m01433g	cGMP[Golgi apparatus]	-0.35491	0.63867	8	2.8757	3.1342
m01433n	cGMP[Nucleus]	-0.35491	0.63867	8	2.8757	3.1342
m02016g	GMP[Golgi apparatus]	-0.35491	0.63867	8	2.8757	3.1342
m02016n	GMP[Nucleus]	-0.35491	0.63867	8	2.8757	3.1342
m01904c	GA1[Cytosol]	-0.36034	0.6407	1	1.8729	0
m02008c	GM1[Cytosol]	-0.36034	0.6407	1	1.8729	0
m01657c	dehydrodolichol-diphosphate[Cytosol]	-0.36823	0.64365	1	1.8388	0
m02187c	isopentenyl-pPP[Cytosol]	-0.36823	0.64365	1	1.8388	0
m03026c	trans,trans,cis-geranyl-geranyl-pp[Cytosol]	-0.36823	0.64365	1	1.8388	0
m02039g	H+[Golgi apparatus]	-0.37297	0.64542	2	2.2724	0.85537
m01983m	glycerol[Mitochondria]	-0.37369	0.64568	3	2.5073	4.8889
